gene,target,beta,se,ci_lower,ci_upper,p_value
MARCKSL1,MARCKSL1,0.05399146409942159,0.04542994836084653,-0.035390853445989696,0.1433737816448329,0.23554364917685433
SPINK4,ISK4,-0.08826283925899811,0.04276838085917218,-0.17240858753266808,-0.004117090985328142,0.0398559255309361
NDRG1,NDRG1,-0.022353418261572774,0.011314314580056608,-0.04461405678509964,-9.277973804591028e-5,0.04905846347942891
BLNK,BLNK,-0.02204856838035819,0.02718540252932467,-0.07553518611048335,0.031438049349766975,0.41794868318403855
GSTT1,GSTT1,-0.0033189451668758285,0.013051462108125429,-0.028997379166280715,0.022359488832529056,0.799431139095917
DDT,D-dopachrome decarboxylase,0.04302160698894067,0.027272675217352615,-0.010636717630490095,0.09667993160837143,0.11568663269873458
NXT2,NXT2,0.04419531129699878,0.01888173789520829,0.0070459516069213204,0.08134467098707623,0.019870525734327734
GIPC1,GIPC1,0.017681499487261068,0.011088399465055175,-0.004134656546719996,0.03949765552124213,0.11179946000792107
PEF1,PEF1,0.020793600665852514,0.033624910615384127,-0.0453625924732658,0.08694979380497084,0.5367566287499191
GSR,Glutathione reductase,0.09598505670972261,0.0422506303553775,0.012857969949200146,0.17911214347024507,0.02376827988062953
MYL7,MLRA,0.07364727061292736,0.024303895535886334,0.0258299477508281,0.12146459347502662,0.0026445377736071633
GIMAP6,GIMA6,-0.0552286707588847,0.026055624871752482,-0.10649247844875326,-0.003964863069016132,0.03481287784761749
ABHD14B,ABHEB,-0.003779055458611267,0.011443730890922247,-0.026294317423517996,0.018736206506295462,0.7414448276031456
ACBD6,ACBD6,-0.10776949257745624,0.05044241020035023,-0.20701370677888276,-0.008525278376029746,0.03340529666123007
CA12,Carbonic Anhydrase XII,0.01634644779473268,0.020211363652851762,-0.023418918207794678,0.05611181379726003,0.41925109154523676
NNMT,NNMT,0.019505309339353315,0.014062233175737628,-0.008161792131417031,0.04717241081012366,0.16639473319616901
CINP,CINP,0.017785119749419466,0.009734245687744628,-0.0013667716904771192,0.036937011189316055,0.0686298112128301
KAAG1,KAAG1,0.01192511168744154,0.029850831737994285,-0.04680567312893656,0.07065589650381963,0.6898011366555803
GLYAT,GLYAT,-0.025878123197726338,0.015429457574349988,-0.056235205391827775,0.004478958996375099,0.09449115917800316
PLXND1,PLXD1,0.04638359406937306,0.03607990851488633,-0.024602747677524447,0.11736993581627057,0.19952817347929303
JUND,jun-D,-0.03968084840087754,0.01422726479341957,-0.067672645562242,-0.011689051239513071,0.005605574751537167
TCN1,Holo-TC I,0.019833981084043106,0.012211039956295393,-0.004190942789169105,0.04385890495725532,0.10531284346016015
RPSA,40S ribosomal protein SA,-0.013557876647357865,0.01739665994980763,-0.04778538162958606,0.02066962833487033,0.4363621085397319
COL18A1,Endostatin,0.030007750750270182,0.038059494703696566,-0.044873378636078876,0.10488888013661923,0.4310267096100401
PLAT,tPA,6.491966841759294e-4,0.014929274376043208,-0.028723787242702584,0.030022180611054442,0.9653424492718334
KIT,SCF sR,0.02277329163555309,0.031509590076600404,-0.03922105983458265,0.08476764310568882,0.4703715258945659
CCL21,6Ckine,-0.009217761287121602,0.018915765818082603,-0.04643407008714752,0.027998547512904315,0.6263784861162949
POMC,b-Endorphin,-0.011638148615765502,0.019798425440162356,-0.050591068736557075,0.02731477150502607,0.557063553777717
CFI,Factor I,-0.011232754266538388,0.08033931148397606,-0.16929839399394944,0.14683288546087267,0.8888938365874197
TNFRSF17,BCMA,-0.09164501081896112,0.026031977127845985,-0.1428622921483264,-0.040427729489595846,4.939086756193433e-4
MIA,MIA,0.08933573400391324,0.02582756550386686,0.038520627568944775,0.1401508404388817,6.164975336337855e-4
CCL25,TECK,0.026093583882524165,0.011017268083469334,0.004417377110335106,0.04776979065471322,0.01846339881176461
NOV,NovH,0.007164194632558821,0.02823051833444282,-0.048378663003956095,0.06270705226907373,0.799834046227498
SIGLEC7,Siglec-7,0.04234850834394333,0.023795724167723437,-0.0044689997211889085,0.08916601640907557,0.07608811028273176
C3,C3,-0.1796732987899031,0.03443768811395454,-0.24742861187285117,-0.11191798570695502,3.2858414992256056e-7
IL10,IL-10,-0.03233769340565673,0.012650875402471964,-0.05722798281275901,-0.007447403998554453,0.01104934654958108
IL16,IL-16,0.08637973439641844,0.03518193696352483,0.01716012981842585,0.15559933897441103,0.01461615768553864
AGRP,ART,0.005120771641517825,0.018620150785789012,-0.03151392177832345,0.04175546506135909,0.7834858971787806
TIE1,sTie-1,0.035769764754587506,0.030707317360810452,-0.024646134676131914,0.09618566418530693,0.24495098489512232
SERPINA3,a1-Antichymotrypsin,0.06392704134890255,0.11327920993450948,-0.15894704675783028,0.2868011294556354,0.5729275241134125
C7,C7,0.20025796187358183,0.05409930703306918,0.09381889216986299,0.30669703157730066,2.525057813065808e-4
CCL23,MPIF-1,-0.05673599147583746,0.02158156197662466,-0.09919718932705805,-0.014274793624616866,0.008983253626512424
CYP3A4,Cytochrome P450 3A4,0.01111036693075544,0.03120693759362549,-0.05028852314628559,0.07250925700779647,0.7220606520946127
CFD,Factor D,0.08918292400847513,0.05535414991762421,-0.01972501852525471,0.19809086654220498,0.10814583418716184
CFP,Properdin,-0.015190387495237536,0.03902217815585611,-0.09196557314009635,0.06158479814962128,0.6973335462819015
CNTN1,contactin-1,-0.14199150826347842,0.057609183618493494,-0.2553361747117002,-0.028646841815256605,0.014241278414947382
IL17RA,IL-17 sR,-0.05220191120056854,0.01373824058869277,-0.07923156514294677,-0.025172257258190302,1.7363868942180002e-4
IL1RL2,IL-1Rrp2,0.10855648816075693,0.03480706444530905,0.04007443613721737,0.1770385401842965,0.0019825286401217923
LSAMP,LSAMP,-0.07559337900042233,0.04483635508712692,-0.16380781622902144,0.012621058228176774,0.0927828128999104
NCR3,NKp30,0.018903185693445308,0.017233340946347327,-0.01500299312498143,0.05280936451187204,0.2735193284553644
TSLP,TSLP,0.07374394294080952,0.026861176247153236,0.020895232528549412,0.12659265335306963,0.006389102743816148
CTLA4,CTLA-4,0.022660096620377313,0.007354163959423818,0.00819095804506791,0.03712923519568671,0.0022419799536579645
PRSS1,Trypsin,-0.033609606304065905,0.014567229135987738,-0.062270275034030556,-0.004948937574101253,0.021687377061941522
FASLG,"Fas ligand, soluble",-0.039978729577589446,0.01305327510584224,-0.06566073060587022,-0.01429672854930867,0.002381197916666067
LGALS3,Galectin-3,5.687397014914491e-4,0.034361375195916,-0.06703642957282276,0.06817390897580565,0.9868046572493208
LBP,LBP,0.019400951425311317,0.05610649458687812,-0.09098721093162236,0.129789113782245,0.7297314249482597
ULBP2,ULBP-2,-0.021629458537058645,0.018414622715780767,-0.05785978048211731,0.014600863408000021,0.24104412944575496
ADAMTS5,ADAMTS-5,0.11302901576868507,0.02212979936050046,0.06948917420986817,0.15656885732750198,5.644873167186922e-7
CTSC,CATC,-0.04688100489170371,0.028472155326544655,-0.10289927742825797,0.00913726764485056,0.10064025899405853
CNTN4,Contactin-4,0.15026731419023426,0.03994789925745225,0.07167079481186263,0.2288638335686059,2.0106852709264405e-4
FCGR2B,FCG2B,-0.012175382569922299,0.007127920674365779,-0.026199392989087838,0.0018486278492432402,0.08859202183448099
LY9,LY9,0.020735407896147282,0.027167471168473643,-0.03271593031798817,0.07418674611028274,0.44588555290966714
CADM1,Nectin-like protein 2,-0.12132751049594113,0.043503598894387034,-0.20691978235723912,-0.03573523863464316,0.005608333623777299
PGLYRP1,PGRP-S,0.0019388800518674169,0.007377521791257186,-0.01257621448899844,0.016453974592733272,0.7928684227375603
PAK7,PAK7,0.047299253546997724,0.031932829279365825,-0.015527810752101953,0.1101263178460974,0.1395436606353467
TNFSF8,CD30 Ligand,-0.026740758315554787,0.027357197390208733,-0.08056537825264357,0.02708386162153399,0.3290833429377955
GZMA,granzyme A,-0.04452528733626906,0.02438727703592622,-0.09250666127002662,0.0034560865974885002,0.06882724770200623
INSR,IR,0.06274052049475334,0.02756778508693607,0.008501574390473457,0.11697946659903323,0.023521020485182304
SERPINA4,Kallistatin,-0.206961444069865,0.06314569049680814,-0.33119905303167263,-0.08272383510805739,0.0011634197555610642
PDGFRB,PDGF Rb,0.01852250077645887,0.013005956177103675,-0.007066401411364838,0.04411140296428258,0.15538514811251736
FGF17,FGF-17,-0.055317533636667526,0.03121088216884363,-0.1167241845694315,0.006089117296096444,0.07729195719683157
IL17B,IL-17B,0.005116778313192308,0.014228571962143048,-0.022877590670816534,0.033111147297201146,0.719376062771684
CCL22,MDC,0.07461186019533196,0.023863749225226865,0.027660514485425808,0.12156320590523811,0.0019324114979295814
ADIPOQ,Adiponectin,0.008939614952502704,0.01803398951767114,-0.026541820440638113,0.04442105034564352,0.6204430571198385
DKK3,DKK3,-0.06566546574493218,0.033081871671222826,-0.1307532429800522,-5.776885098121715e-4,0.04801301713905729
CADM3,Nectin-like protein 1,0.009839461517731534,0.018628943455228534,-0.026812531265201077,0.04649145430066414,0.597742981323244
ANGPTL4,ANGL4,-0.07572226874858372,0.027821515810642638,-0.13046042387544998,-0.020984113621717468,0.006853405898021034
FGF23,FGF23,0.025736768814292883,0.01307308984865237,1.5782761863099293e-5,0.05145775486672267,0.04986043453387261
TLR2,TLR2,-0.022972528594093145,0.0186031272364134,-0.05957372859492466,0.01362867140673837,0.21779170817561888
AGER,sRAGE,-0.013648976027920147,0.009473187009720803,-0.03228724087348803,0.004989288817647734,0.1506279325703442
PFDN5,PFD5,0.014259074890063875,0.027854566867525528,-0.04054410738669154,0.0690622571668193,0.609069334668565
ICAM1,sICAM-1,-0.030821085281669457,0.012955530986907516,-0.05631077713523082,-0.005331393428108094,0.01795187746631162
SPARCL1,SPARCL1,0.04999457277275381,0.03534666672706806,-0.019549133605162687,0.1195382791506703,0.15822386453467452
CHST15,ST4S6,-0.04961989664430203,0.04405081191548651,-0.13628879680436892,0.03704900351576485,0.2608380409090118
NCAM1,NCAM-120,0.08908482539206958,0.04495548981874505,6.359934789861577e-4,0.177533657305153,0.04838503125371511
FUT3,Fucosyltransferase 3,-0.035754480862603584,0.013959997692739161,-0.06322043650918777,-0.008288525216019405,0.010893372496844533
NXPH1,NXPH1,-0.018829144191681527,0.029954402010558174,-0.07776370099822434,0.040105412614861294,0.5300678278767054
HIBADH,3HIDH,-0.007470014588202767,0.011081951803013012,-0.029273485004064688,0.014333455827659151,0.5007578474183408
SERPINA6,CBG,0.022226051845792395,0.016084660515714076,-0.009420126186510894,0.05387222987809569,0.16800100745344054
LPO,PERL,-0.020658987161849416,0.014200570023187479,-0.0485982630125856,0.007280288688886773,0.14671414482616427
SELL,sL-Selectin,-0.020822857165354373,0.03781390557171919,-0.09522079591266183,0.05357508158195309,0.5822500509798745
BMPR2,BMP RII,-0.016209455675217595,0.02336204636359746,-0.06217371321730516,0.02975480186686997,0.48829245244150776
ANG,Angiogenin,-0.03668720993266676,0.024331335106251985,-0.08455851948152718,0.011184099616193655,0.13259720311920248
WNT7A,WNT7A,0.03753460526776801,0.011291485411150467,0.015318882578356976,0.059750327957179036,9.907981385742126e-4
POMC,ACTH,0.002238343565072353,0.02957415299219345,-0.055948082553849025,0.06042476968399373,0.9397168117409762
C3,C3a,0.0964283193351197,0.04596348737152146,0.005996276773597445,0.18686036189664196,0.03670241642095743
F5,Coagulation Factor V,0.042364358478392025,0.03480755098957621,-0.026118650809149727,0.11084736776593378,0.2244705157882814
LGALS8,Galectin-8,-0.015439159459224836,0.014769976582992991,-0.04449872885589955,0.013620409937449871,0.29667753876300923
LYZ,Lysozyme,0.02504456222302084,0.018685209070225087,-0.011718131787801424,0.0618072562338431,0.18109415602583398
MMP1,MMP-1,-0.014026793015855053,0.011656460561414166,-0.03696059542919483,0.00890700939748473,0.2297390913905589
SHBG,SHBG,-0.06592689526017739,0.015591642740086394,-0.09660307281995836,-0.03525071770039642,3.0834975536274554e-5
STC1,Stanniocalcin-1,0.006352922825933199,0.02105247864054365,-0.03506731644048003,0.04777316209234643,0.7630283023339635
ERAP1,ARTS1,0.01208147410664872,0.008980573323077253,-0.005587585301636791,0.02975053351493423,0.17949319487195395
MAPK13,MK13,-0.017284098477923195,0.019353376748436235,-0.05536139613110665,0.020793199175260253,0.3724922263141742
RPS3,RS3,0.05296308750081052,0.019864890448377345,0.013879399094245362,0.09204677590737567,0.008065594101841449
FAP,SEPR,-0.013247875688612779,0.02719911057095296,-0.06676146365696084,0.04026571227973528,0.6265452176369618
CD226,CD226,-0.06420933920251166,0.01901532719024099,-0.10162153257873902,-0.026797145826284306,8.249122021306876e-4
SCARB2,LIMP II,-0.13610678474264695,0.03101141735338245,-0.19712099350635812,-0.07509257597893579,1.5534647512712994e-5
TNFRSF12A,TWEAKR,-0.023336953188708237,0.009807072561682628,-0.04263212973032808,-0.004041776647088397,0.017922540123597012
PDE9A,PDE9A,-0.017175754911427567,0.010627771950959842,-0.03808563752400835,0.0037341277011532156,0.10706309458852492
GRAP2,GRB2-related adapter protein 2,-0.01166779129226089,0.0141253139232682,-0.039459002598287815,0.016123420013766033,0.4094140072322038
MMP16,MMP-16,-0.04047991806149525,0.021562656032625187,-0.08290391892810485,0.00194408280511435,0.061392947005870516
TNNT2,Troponin T,0.09550223581992198,0.018362296584375076,0.059374864264682754,0.13162960737516122,3.563578520855593e-7
OMD,OMD,-0.04815243535372486,0.021581161594128744,-0.09061284546213083,-0.005692025245318887,0.026365245429048313
PIM1,PIM1,0.011250481868017677,0.026760318380095367,-0.04139979314588551,0.06390075688192086,0.6744659917521441
TNFRSF21,DR6,0.1081303103341443,0.06363652423545411,-0.0170730020605879,0.2333336227288765,0.09026513974969384
PRKCG,PKC-G,-0.011927861623774553,0.01768605548218231,-0.04672474527149183,0.022869022023942726,0.5005347051757123
RGMA,RGMA,0.1389005935831446,0.05361177859691771,0.03342072421015001,0.2443804629561392,0.010016157046402713
TCN2,Holo-TC II,0.002936944213235069,0.022433156767813486,-0.04119974566015254,0.047073634086622684,0.8959218023691427
GREM2,GREM2,0.050079563462381724,0.03590708395950183,-0.020566750178687365,0.12072587710345081,0.16408325515021652
PGLYRP2,PGRP-L,0.15023268790175484,0.0533116637396669,0.0453432872050136,0.25512208859849606,0.005135779523694673
CRH,CRH,0.009941049926281947,0.013810475984193191,-0.017230725398391357,0.03711282525095525,0.4721665054167479
NTNG1,NTNG1,-0.0601643739047267,0.025177196982557614,-0.1096998961052719,-0.010628851704181506,0.017449025053679398
RNASE4,RNAS4,-0.156677406015218,0.0514166746185435,-0.25783846174392205,-0.05551635028651396,0.0025039511757882424
TRH,TRH,0.023832090749370437,0.015436765120018136,-0.0065393688629530045,0.05420355036169388,0.12362170025571552
ASIP,ASIP,0.059208316563393,0.016532597555313985,0.026680833309347993,0.09173579981743801,3.9549825342894915e-4
C2orf66,CB066,0.041548758763442106,0.014027942297306067,0.013949123761278236,0.06914839376560597,0.0032889787833110954
CSAG1,CSAG1,-0.030145326744340444,0.017885257673979266,-0.06533413585544395,0.005043482366763073,0.09287915262537699
SBSN,SBSN,0.03265573679309422,0.02020509890062169,-0.007097303461916886,0.07240877704810533,0.1070430575503514
SPINK6,ISK6,-0.02854653005906117,0.01357182875795833,-0.055248772775261606,-0.0018442873428607329,0.03622150000789216
PVRL4,nectin-4,-0.02229037372158295,0.012226316374509393,-0.04634535357577305,0.0017646061326071563,0.06922281808396324
KRTDAP,KTDAP,0.0324805909040777,0.01518303193098121,0.002608345164818098,0.062352836643337295,0.03317744057134932
CLPS,COL,-0.009938382996496548,0.011731869078679973,-0.03302054983196476,0.013143783838971659,0.39756343445332754
NGF,b-NGF,0.010552881017463501,0.010935957919971763,-0.010963349987293853,0.032069112022220854,0.33529495706912027
TNF,TNF-a,-0.043264285663232434,0.025947356895156082,-0.09431507874460371,0.007786507418138834,0.09642502987881206
PTH,PTH,0.018187757684899174,0.013168952844477477,-0.0077218364783220965,0.04409735184812044,0.16821828906690384
FCRL5,FCRL5,-0.01102858014441487,0.011936525071657838,-0.034513402664336466,0.012456242375506727,0.35622260676832496
IFNA5,IFNA5,-0.03716872923665069,0.02903255285892692,-0.09428957027698573,0.019952111803684343,0.2013956234282414
ADPGK,ADPGK,-0.03599060284893145,0.042388432306563716,-0.11938881159404148,0.04740760589617858,0.396484953414982
KLK10,kallikrein 10,-0.027423678321169223,0.016429621415800337,-0.05974855852736348,0.004901201885025033,0.09607276870063965
STC2,STC2,0.006233834291705866,0.015214965744295582,-0.023701240447917757,0.03616890903132949,0.682290082588702
PSG8,PSG8,-0.010097648267583758,0.017417111757273465,-0.044365391683163655,0.024170095147996135,0.5624920163257232
FURIN,Furin,0.0713392933108811,0.03260695450175413,0.007185904046270064,0.13549268257549213,0.029410004771056725
PTPRR,PTPRR,0.012098482630063545,0.01090161283219483,-0.009350175250519876,0.033547140510646965,0.2679314056126295
C2orf40,AUGN,-0.019906488550594587,0.017052656057238776,-0.053457174247926856,0.013644197146737678,0.24394470316985226
ANGPTL7,ANGL7,0.052308314949329186,0.016947620068627083,0.018964285002807273,0.0856523448958511,0.0022042068438209383
ICT1,ICT1,0.053015847303464037,0.022026753418419205,0.009678746127350521,0.09635294847957755,0.01666077108223984
NPS,NPS,0.1818705587945572,0.046344217253491915,0.0906894394579744,0.27305167813114,1.0669095246345278e-4
LAD1,LAD1,0.03270470957383706,0.018730213991171783,-0.0041465305234392805,0.06955594967111339,0.08176337024776423
CPN2,CPN2,-0.03197073615049172,0.036342024305376315,-0.10347278433476292,0.03953131203377947,0.3796784428536719
PSG6,PSG6,0.004821067742379405,0.02144858981190812,-0.037378510611566176,0.04702064609632499,0.8223005490016927
TIMP4,TIMP-4,0.04244678339812555,0.01903052667880139,0.00500468539814114,0.07988888139810996,0.026416668861999944
QRFP,OX26,0.010921070030727783,0.023682748399226974,-0.03567416095994072,0.05751630102139628,0.6450141734625069
IGLL1,IGLL1,0.022744592572952572,0.008730476711845025,0.005567592159421632,0.03992159298648351,0.009615158051475406
SPACA5,sperm acrosome associated 5,0.030957071210289407,0.013355003994295159,0.004681425938653821,0.05723271648192499,0.021084816254522555
RS1,XLRS1,0.04065281123179782,0.023410593862665623,-0.005406962332964477,0.08671258479656012,0.08344457705807115
TMED10,TMEDA,0.005199590002854052,0.024177202557623456,-0.04236846750846999,0.0527676475141781,0.8298575157631995
DUSP13,DUSP13,-0.014699083837867711,0.01873765673148026,-0.05156496734553,0.02216679966979458,0.43335162281717776
VSTM2L,VTM2L,0.020737841828973643,0.013549242717798048,-0.005919963403000206,0.047395647060947496,0.12687704012171297
LRRTM4,LRRT4,-0.06122093626971277,0.021039526081834122,-0.10261569169215584,-0.019826180847269705,0.0038723392578591006
ART4,ART4,-0.0022430738964389985,0.01763221179130654,-0.03693402139301985,0.032447873600141855,0.8988512462823675
LRFN5,LRFN5,0.0430727541532197,0.02409159302886274,-0.004326868694172439,0.09047237700061184,0.07475125982925475
KAL1,KALM,-0.05929261606143848,0.02211673507159984,-0.10280675394985397,-0.015778478173022983,0.007726711145241949
LRP11,LRP11,-0.003881422888610888,0.026080548093569696,-0.055194266410724446,0.04743142063350267,0.8817867965386764
EFHA2,EFHA2,0.03213582843405975,0.011539204633885197,0.00943272420389265,0.054838932664226854,0.005675969257905693
B4GALT3,B4GT3,0.026522967414531737,0.0275526416534618,-0.027686184353008562,0.08073211918207204,0.3364675382295914
MRPL34,RM34,0.08505441812885668,0.02574139880766902,0.03440884257119011,0.13569999368652325,0.0010615614391744118
CNTNAP2,CNTP2,-0.03503876312975505,0.026942307846364304,-0.08804709798855978,0.01796957172904968,0.19437060362702177
CD72,CD72,-0.0535349243924408,0.025620606555526143,-0.10394284413433794,-0.0031270046505436563,0.03745728996153434
B3GNT6,B3GN6,0.009554774556153096,0.037428074305491874,-0.06408405056674621,0.0831935996790524,0.7986695955224421
CDSN,CDSN,0.03547773158945502,0.018513223346736784,-9.465846968757657e-4,0.0719020478757858,0.05622018103359571
CDY1,CDY1,-0.013093196801001104,0.029477953890546867,-0.07109035352910872,0.04490395992710651,0.6572233743666016
FSTL5,FSTL5,0.05429576077880949,0.018138304881200808,0.018609087447165745,0.08998243411045323,0.0029755077329976245
SERPINI2,SPI2,-0.01933466232158228,0.026126823793353765,-0.07073855215657919,0.03206922751341462,0.45982883045798395
VWA2,VWA2,-0.017075389996997908,0.01613482595992442,-0.04882026731965919,0.01466948732566337,0.2907271694688385
C1QL4,C1QL4,-0.014854043786707226,0.017700408430010337,-0.049679166509897094,0.019971078936482645,0.4019938885765355
H6PD,G6PE,0.05931955979662929,0.019443473665199842,0.021064998652850123,0.09757412094040846,0.0024744801373196403
VAPB,VAPB,-0.056587136963967985,0.016529782223132086,-0.08910908112047584,-0.024065192807460126,6.998019240424464e-4
CEACAM7,CEAM7,-0.020946568908586802,0.013591049606229292,-0.047686628175886994,0.005793490358713387,0.12426495583566029
IFNLR1,CRF2-12,0.014772697094863537,0.03199953908509796,-0.04818561712316585,0.07773101131289292,0.644646503449287
IFNW1,IFN-w,0.044206524496441836,0.02085957921092721,0.0031658101622463394,0.08524723883063734,0.03484704650742136
RFNG,RFNG,0.020209327413908042,0.030416196029903635,-0.03963379788471964,0.08005245271253572,0.5069003734264603
MBTPS1,MBTP1,0.009367357445285402,0.019451244915098174,-0.028902493443501192,0.04763720833407199,0.6304356325755458
FREM2,FREM2,-0.05719233187958184,0.03070469340459312,-0.11760306874031592,0.0032184049811522578,0.06343531860970417
GORAB,GORAB,-0.017642047628656496,0.0168243250274106,-0.050743497582829485,0.015459402325516493,0.29515940799575263
QKI,QKI,0.02792049728368977,0.01420797643407032,-3.335050017176308e-5,0.055874345067551304,0.05027230045852667
MYBPC1,MYPC1,0.030742071172941803,0.011832032681605658,0.0074628348868969775,0.05402130745898663,0.009808794011515127
VAMP4,VAMP4,0.08680593890912681,0.015285026760686238,0.056733020825177914,0.11687885699307571,3.062688779270633e-8
OPALIN,OPALI,0.028760547456164152,0.01561181892474354,-0.0019553262558016163,0.05947642116812992,0.06637545950995838
ITGB6,ITB6,-0.022028323115900618,0.009769793224703748,-0.0412501534694671,-0.0028064927623341306,0.024831917377276216
JAG1,JAG1,0.021287137788579318,0.017233105621778978,-0.01261857803448746,0.055192853611646095,0.217653387714909
HLA-DQA2,DQA2,-0.026837670796115386,0.019063861423088396,-0.06434535409405105,0.010670012501820283,0.16017688666249408
CHST11,CHSTB,0.08750905299463944,0.03117260393625026,0.026177713552735238,0.14884039243654365,0.005306214281427868
KNG1,"Kininogen, HMW",0.01715496152406292,0.047331435756685095,-0.07596848618670682,0.11027840923483265,0.7172623077343816
LILRA5,LIRA5,0.039936298391507016,0.023956265993211146,-0.007197071807367596,0.08706966859038162,0.09649203419073382
C1QTNF5,C1QTNF5,-0.09119837360828367,0.029193188093991396,-0.1486352605634296,-0.03376148665313775,0.0019491547147709772
IGFBPL1,IBPL1,-0.06514427938175392,0.028967053837764236,-0.12213625269232675,-0.008152306071181094,0.025204596484886845
MSRB3,MSRB3,0.009212129031335378,0.016604245870920353,-0.02345632053960383,0.041880578602274586,0.5794188574526344
FAM19A3,F19A3,-0.0030753025880093927,0.007823019610618808,-0.018466903244173567,0.01231629806815478,0.6945029121856425
HERC4,HERC4,0.12496869105777647,0.03266530117402069,0.060700506135754076,0.18923687597979888,1.5703442946695014e-4
SIGLEC8,SIGL8,0.09868027338759529,0.03981456939665061,0.020346077264839085,0.1770144695103515,0.013713862094907193
CYP3A4,Cytochrome P450 3A4,0.03475257339983487,0.02551149997466262,-0.015440681800082692,0.08494582859975243,0.17409190393116614
FGF3,FGF-3,0.04958908168131743,0.03152907678196548,-0.012443609407279253,0.11162177276991411,0.1167615474450804
ST8SIA2,SIA8B,0.038680737275325165,0.015527984068913007,0.008129806601500214,0.06923166794915012,0.01324844397368764
SMCO2,CL070,-0.014224200247894165,0.015074068840632846,-0.04388206375926991,0.015433663263481582,0.3460822302184974
PQLC2L,CC055,0.022408688794168137,0.011691780709092449,-5.946051499666066e-4,0.04541198273830288,0.05618525901465907
SCG3,SCG3,0.07828302878386112,0.033906989649510076,0.011571852011460104,0.14499420555626213,0.021599960167686328
B3GALT6,B3GT6,0.02744205448287229,0.016800778396443228,-0.005613068048043832,0.060497177013788414,0.10338188695402352
ASTL,ASTL,-0.006658051872396197,0.02395400164320653,-0.05378696701775546,0.04047086327296307,0.7812307485532046
KIR2DL5A,KI2LA,-0.017504405946967234,0.004976005949434314,-0.0272945765266792,-0.0077142353672552694,4.987976523440996e-4
FOXRED1,FXRD1,-0.08311725441082027,0.017801455306584456,-0.11814118440398942,-0.048093324417651115,4.47277847150786e-6
SPINK5,SPINK5,0.09460928236116528,0.023886434475061204,0.047613303974413795,0.14160526074791677,9.229957778648915e-5
DRGX,DRGX,-0.04095991566267999,0.013349356879970397,-0.0672244503743435,-0.014695380951016468,0.0023385192741117045
FAM177A1,F177A,-0.07130826432944866,0.029532124007746473,-0.129411999444539,-0.013204529214358322,0.016318423871829003
DNAJB14,DJB14,-0.0072496222265948365,0.013001871366365152,-0.03283048764872285,0.018331243195533177,0.5775226966334064
DGCR2,IDD,-0.022601189740031034,0.01455306222685803,-0.0512339854211335,0.006031605941071428,0.12141623790734585
NRG2,NRG2,-0.0012082156090792461,0.020284888212482477,-0.04111823939294722,0.03870180817478873,0.9525417363502654
SYT9,SYT9,-0.026853177925315042,0.010177321684577658,-0.04687681060363688,-0.0068295452469932065,0.00873771915073473
KIAA1161,K1161,0.008943337109553634,0.013835552415027267,-0.01827777548237592,0.03616444970148319,0.518486359590837
EID3,EID3,-0.00852451962493122,0.014351317985601002,-0.03676038842221326,0.019711349172350824,0.5529433573109211
MSMP,PSMP,0.0370747092457045,0.0126984463170326,0.01209082522217407,0.062058593269234935,0.003755532967672752
ITM2B,ITM2B,-0.0906657560984646,0.03438046197723624,-0.15830847815041643,-0.02302303404651275,0.008773087970181512
KIAA1161,K1161,-0.013795054110644215,0.00894173581356825,-0.031387701664352355,0.003797593443063926,0.12388390200593193
IL10RA,IL-10 Ra,-0.009070971285952922,0.01766491464708352,-0.043826260855222954,0.025684318283317114,0.6079578292859907
EPHB2,EPHB2,-0.12586716829437639,0.032309907025609166,-0.1894361238803937,-0.062298212708359085,1.1950206360462746e-4
CHGB,SCG1,0.0011301271295218495,0.019694585243605404,-0.03761848993221913,0.039878744191262826,0.9542765509510649
TYMSOS,CR056,0.028274751507087394,0.01951831930508287,-0.010127066611271128,0.06667656962544591,0.14843037115626467
APOH,b2-Glycoprotein I,0.12035102653607628,0.0882306539437072,-0.05324063739001454,0.2939426904621671,0.17351951291103276
SULF2,SULF2,0.05402855250106416,0.02356497430437611,0.007665039175160961,0.10039206582696736,0.022517095334519368
SLTM,SLTM,-0.005121677032292321,0.015661834105938615,-0.03593595439579124,0.025692600331206593,0.743871287631541
SIGIRR,SIGIRR,-0.0434304705223408,0.016618179696227173,-0.07612633455539439,-0.010734606489287216,0.009391319870256702
DPEP2,DPEP2,5.698447633017674e-4,0.04656122517816202,-0.09103823238266853,0.09217792190927207,0.9902429429391237
TCP11,TCP11,0.014508785096514931,0.033834105278930264,-0.05205899345091966,0.08107656364394952,0.6683445322104435
GRAMD1C,GRM1C,0.04151521263250327,0.031520463730404104,-0.020500532486805084,0.10353095775181162,0.1887605211944937
PRSS57,PRS57,0.05513186211324442,0.020917418697256707,0.013977349997622818,0.09628637422886602,0.008809552565182295
SPAST,Spastin,-0.017446781064050766,0.014223542741143694,-0.04543125517816454,0.010537693050063007,0.22087840633759961
RARRES1,RAR-responsive protein TIG1,-0.0073584114729676985,0.009011983149451418,-0.025089268950067252,0.010372446004131855,0.41481931556781027
STK17B,DRAK2,-0.05517422749501016,0.021723587431156113,-0.09791485697084168,-0.012433598019178635,0.01156781684175366
