source,pathway,pathway_clean,NES,padj,size
Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,DEVELOPMENTAL LINEAGE OF PANCREATIC DUCTAL CELLS,-1.072411324426725,1,18
Reactome,REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,DIFFERENTIATION OF KERATINOCYTES IN INTERFOLLICULAR EPIDERMIS IN MAMMALIAN SKIN,-0.8907657535617689,1,20
Reactome,REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,DISEASES ASSOCIATED WITH O GLYCOSYLATION OF PROTEINS,-0.8635768635759529,1,27
Reactome,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,DISEASES OF IMMUNE SYSTEM,1.01322509612135,1,17
Reactome,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,DISEASES OF PROGRAMMED CELL DEATH,-1.112939010866363,1,21
Reactome,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,DISEASES OF SIGNAL TRANSDUCTION BY GROWTH FACTOR RECEPTORS AND SECOND MESSENGERS,-0.7449750366700912,1,215
Reactome,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,DISORDERS OF TRANSMEMBRANE TRANSPORTERS,0.6072553592679594,1,36
Reactome,REACTOME_DNA_DAMAGE_BYPASS,DNA DAMAGE BYPASS,-1.183220383348167,1,15
Reactome,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,DNA DOUBLE STRAND BREAK REPAIR,-0.7011298914504009,1,41
Reactome,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,DNA DOUBLE STRAND BREAK RESPONSE,0.5730852516709625,1,15
Reactome,REACTOME_DNA_REPAIR,DNA REPAIR,-0.893691483886938,1,77
Reactome,REACTOME_DNA_REPLICATION,DNA REPLICATION,-0.5800542310973982,1,42
Reactome,REACTOME_DNA_REPLICATION_PRE_INITIATION,DNA REPLICATION PRE INITIATION,-0.70457773892116915,1,34
Reactome,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,DOWNREGULATION OF ERBB2 SIGNALING,-1.0831146670542533,1,24
Reactome,REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,DOWNREGULATION OF SMAD2 3 SMAD4 TRANSCRIPTIONAL ACTIVITY,-1.0445354484860725,1,18
Reactome,REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,DOWNREGULATION OF TGF BETA RECEPTOR SIGNALING,-0.7243418536498103,1,15
Reactome,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,DOWNSTREAM SIGNALING EVENTS OF B CELL RECEPTOR BCR,0.6070622785783734,1,31
Reactome,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,DOWNSTREAM SIGNALING OF ACTIVATED FGFR4,1.142967531931824,1,23
Reactome,REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,DOWNSTREAM SIGNAL TRANSDUCTION,-0.614798728859907,1,22
Reactome,REACTOME_DOWNSTREAM_TCR_SIGNALING,DOWNSTREAM TCR SIGNALING,0.6851778723527953,1,42
Reactome,REACTOME_DUAL_INCISION_IN_TC_NER,DUAL INCISION IN TC NER,-1.1527114378659569,1,16
Reactome,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,E3 UBIQUITIN LIGASES UBIQUITINATE TARGET PROTEINS,-0.6401664322767152,1,18
Reactome,REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS,EARLY SARS COV 2 INFECTION EVENTS,-1.2121817165390363,1,20
Reactome,REACTOME_EGFR_DOWNREGULATION,EGFR DOWNREGULATION,-0.4280764055011975,1,17
Reactome,REACTOME_ELASTIC_FIBRE_FORMATION,ELASTIC FIBRE FORMATION,-1.0612724062176428,1,24
Reactome,REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,EPHB MEDIATED FORWARD SIGNALING,-1.1327566108920004,1,25
Reactome,REACTOME_EPHRIN_SIGNALING,EPHRIN SIGNALING,-0.9880921880471119,1,16
Reactome,REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,EPH EPHRIN MEDIATED REPULSION OF CELLS,-1.1964065870768457,1,32
Reactome,REACTOME_EPH_EPHRIN_SIGNALING,EPH EPHRIN SIGNALING,-1.1365875111698158,1,49
Reactome,REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,EPIGENETIC REGULATION BY WDR5 CONTAINING HISTONE MODIFYING COMPLEXES,1.2384178596295778,1,23
Reactome,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,EPIGENETIC REGULATION OF GENE EXPRESSION,1.0893596868253617,1,43
Reactome,REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,ER TO GOLGI ANTEROGRADE TRANSPORT,-0.9580019939138841,1,46
Reactome,REACTOME_ESR_MEDIATED_SIGNALING,ESR MEDIATED SIGNALING,0.9403069965280094,1,67
Reactome,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,ESTROGEN DEPENDENT GENE EXPRESSION,1.1393863163618632,1,32
Reactome,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,ESTROGEN DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR MEMBRANE SIGNALING,-0.532479527371703,1,16
Reactome,REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,EUKARYOTIC TRANSLATION INITIATION,0.5116461216746867,1,24
Reactome,REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES,EVASION BY RSV OF HOST INTERFERON RESPONSES,-0.6779249270877715,1,19
Reactome,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,EXTRACELLULAR MATRIX ORGANIZATION,-1.1233738644756373,1,180
Reactome,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,EXTRA NUCLEAR ESTROGEN SIGNALING,0.7109626540994424,1,36
Reactome,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION,0.6644533816116304,1,41
Reactome,REACTOME_FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,-1.17883889953023,1,47
Reactome,REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,FBXL7 DOWN REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS,0.9296958621776613,1,22
Reactome,REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,FCERI MEDIATED CA 2 MOBILIZATION,-0.8923826809182309,1,17
Reactome,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,FCERI MEDIATED MAPK ACTIVATION,0.6836355493056733,1,22
Reactome,REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,FCERI MEDIATED NF KB ACTIVATION,0.6430085909299273,1,33
Reactome,REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,FCGAMMA RECEPTOR FCGR DEPENDENT PHAGOCYTOSIS,-0.9009390365727924,1,39
Reactome,REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,FCGR3A MEDIATED IL10 SYNTHESIS,-0.6271852310086088,1,21
Reactome,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,FC EPSILON RECEPTOR FCERI SIGNALING,-0.5395878346793499,1,61
Reactome,REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,FGFR1 MUTANT RECEPTOR ACTIVATION,0.8654783023044417,1,17
Reactome,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,FGFR2 MUTANT RECEPTOR ACTIVATION,1.1156715739901648,1,19
Reactome,REACTOME_FLT3_SIGNALING,FLT3 SIGNALING,-1.1435522023401217,1,28
Reactome,REACTOME_FLT3_SIGNALING_IN_DISEASE,FLT3 SIGNALING IN DISEASE,-0.8841403080716742,1,16
Reactome,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,FORMATION OF FIBRIN CLOT CLOTTING CASCADE,1.2047468907320091,1,31
Reactome,REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,FORMATION OF INCISION COMPLEX IN GG NER,-0.9147044008214266,1,18
Reactome,REACTOME_FORMATION_OF_PARAXIAL_MESODERM,FORMATION OF PARAXIAL MESODERM,-0.7761399180450429,1,28
Reactome,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO MEDIATED TRANSCRIPTION,0.8274883212805182,1,40
Reactome,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,FOXO MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS METABOLIC AND NEURONAL GENES,-0.7593932573189884,1,18
Reactome,REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,FRS MEDIATED FGFR1 SIGNALING,1.1336153429270586,1,21
Reactome,REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,FRS MEDIATED FGFR3 SIGNALING,1.1624225444131087,1,18
Reactome,REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,FRS MEDIATED FGFR4 SIGNALING,0.9489159754393837,1,20
Reactome,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,G1 S DNA DAMAGE CHECKPOINTS,0.8202746765573847,1,33
Reactome,REACTOME_G2_M_CHECKPOINTS,G2 M CHECKPOINTS,0.7598515256608109,1,44
Reactome,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,G2 M DNA DAMAGE CHECKPOINT,0.7816561572642037,1,22
Reactome,REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,GAMMA CARBOXYLATION HYPUSINYLATION HYDROXYLATION AND ARYLSULFATASE ACTIVATION,0.8326599423371395,1,24
Reactome,REACTOME_GASTRULATION,GASTRULATION,-0.6675008733040655,1,42
Reactome,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,GENERATION OF SECOND MESSENGER MOLECULES,0.5631143743532168,1,17
Reactome,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION,0.9904559295416441,1,30
Reactome,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,GLOBAL GENOME NUCLEOTIDE EXCISION REPAIR GG NER,-1.0779592988397688,1,27
Reactome,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GLYCEROPHOSPHOLIPID BIOSYNTHESIS,0.8465917867599964,1,27
Reactome,REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,GOLGI ASSOCIATED VESICLE BIOGENESIS,-0.6019473926329286,1,26
Reactome,REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,GOLGI TO ER RETROGRADE TRANSPORT,0.6359120347060043,1,34
Reactome,REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,GPVI MEDIATED ACTIVATION CASCADE,0.655855075279803,1,23
Reactome,REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,GRB2 EVENTS IN ERBB2 SIGNALING,-0.8078337001910916,1,15
Reactome,REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,GROWTH HORMONE RECEPTOR SIGNALING,0.7348114640635709,1,16
Reactome,REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,GSK3B MEDIATED PROTEASOMAL DEGRADATION OF PD L1 CD274,0.901161518657226,1,22
Reactome,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,G ALPHA 12 13 SIGNALLING EVENTS,-1.0606183813235248,1,19
Reactome,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,G ALPHA I SIGNALLING EVENTS,0.9836703495843818,1,86
Reactome,REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,G ALPHA Q SIGNALLING EVENTS,0.7677903378960831,1,67
Reactome,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,G ALPHA S SIGNALLING EVENTS,-1.2033347508573196,1,51
Reactome,REACTOME_HCMV_INFECTION,HCMV INFECTION,-0.8498714829436917,1,16
Reactome,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,HDR THROUGH HOMOLOGOUS RECOMBINATION HRR,-0.7937167831182322,1,15
Reactome,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,HEDGEHOG LIGAND BIOGENESIS,-0.8240891378062429,1,27
Reactome,REACTOME_HEDGEHOG_OFF_STATE,HEDGEHOG OFF STATE,0.8487021697878929,1,28
Reactome,REACTOME_HEDGEHOG_ON_STATE,HEDGEHOG ON STATE,0.9778715797745104,1,35
Reactome,REACTOME_HEME_SIGNALING,HEME SIGNALING,0.6724906184645792,1,15
Reactome,REACTOME_HEMOSTASIS,HEMOSTASIS,1.054241355756188,1,287
Reactome,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,HEPARAN SULFATE HEPARIN HS GAG METABOLISM,-0.8508856899860523,1,24
Reactome,REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,HH MUTANTS ABROGATE LIGAND SECRETION,0.9202759737628812,1,23
Reactome,REACTOME_HIV_INFECTION,HIV INFECTION,-0.6252784112328565,1,67
Reactome,REACTOME_HIV_LIFE_CYCLE,HIV LIFE CYCLE,-0.9582835818034149,1,36
Reactome,REACTOME_HOMOLOGY_DIRECTED_REPAIR,HOMOLOGY DIRECTED REPAIR,-0.8074978906365523,1,30
Reactome,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,HOST INTERACTIONS OF HIV FACTORS,-0.6808260885597129,1,43
Reactome,REACTOME_HSF1_ACTIVATION,HSF1 ACTIVATION,0.640934176994079,1,18
Reactome,REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,HSF1 DEPENDENT TRANSACTIVATION,0.9263576464601838,1,21
Reactome,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,HSP90 CHAPERONE CYCLE FOR STEROID HORMONE RECEPTORS SHR IN THE PRESENCE OF LIGAND,0.8974799130664327,1,19
Reactome,REACTOME_HS_GAG_BIOSYNTHESIS,HS GAG BIOSYNTHESIS,-0.6995395576310695,1,20
Reactome,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,IL 6 TYPE CYTOKINE RECEPTOR LIGAND INTERACTIONS,-1.2578073154394076,1,15
Reactome,REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,INACTIVATION OF CSF3 G CSF SIGNALING,-1.0089489236448959,1,17
Reactome,REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,INFECTION WITH MYCOBACTERIUM TUBERCULOSIS,-0.5206872152553271,1,18
Reactome,REACTOME_INFECTIOUS_DISEASE,INFECTIOUS DISEASE,-0.8828582239949452,1,426
Reactome,REACTOME_INFLUENZA_INFECTION,INFLUENZA INFECTION,-0.9884925990839204,1,32
Reactome,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION,INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION,-1.1651548988135116,1,18
Reactome,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,INSULIN RECEPTOR SIGNALLING CASCADE,0.7925005725145301,1,40
Reactome,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,INTEGRATION OF ENERGY METABOLISM,-0.7475843264742856,1,25
Reactome,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,INTEGRIN CELL SURFACE INTERACTIONS,-0.79975179317716,1,48
Reactome,REACTOME_INTEGRIN_SIGNALING,INTEGRIN SIGNALING,0.64324880820197206,1,15
Reactome,REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES,-0.9210407593959069,1,21
Reactome,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,INTERFERON ALPHA BETA SIGNALING,-0.9368501525884629,1,39
Reactome,REACTOME_INTERFERON_GAMMA_SIGNALING,INTERFERON GAMMA SIGNALING,-0.6521424512145031,1,37
Reactome,REACTOME_INTERFERON_SIGNALING,INTERFERON SIGNALING,-0.7175268004679191,1,109
Reactome,REACTOME_INTERLEUKIN_10_SIGNALING,INTERLEUKIN 10 SIGNALING,0.7762732487994871,1,36
Reactome,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,INTERLEUKIN 12 FAMILY SIGNALING,0.7301727988913673,1,45
Reactome,REACTOME_INTERLEUKIN_12_SIGNALING,INTERLEUKIN 12 SIGNALING,0.7177623884843989,1,37
Reactome,REACTOME_INTERLEUKIN_17_SIGNALING,INTERLEUKIN 17 SIGNALING,-0.685145611940124,1,38
Reactome,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,INTERLEUKIN 1 FAMILY SIGNALING,1.0819429637825746,1,75
Reactome,REACTOME_INTERLEUKIN_1_SIGNALING,INTERLEUKIN 1 SIGNALING,0.8479758894197692,1,49
Reactome,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,INTERLEUKIN 2 FAMILY SIGNALING,-0.9659421944411624,1,30
Reactome,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,INTERLEUKIN 3 INTERLEUKIN 5 AND GM CSF SIGNALING,-1.222096156159932,1,35
Reactome,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,INTERLEUKIN 6 FAMILY SIGNALING,-1.0670080271122122,1,22
Reactome,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,INTERLEUKIN RECEPTOR SHC SIGNALING,-1.2442274484792564,1,17
Reactome,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,INTRACELLULAR SIGNALING BY SECOND MESSENGERS,-0.757208685732539,1,140
Reactome,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,INTRA GOLGI AND RETROGRADE GOLGI TO ER TRAFFIC,0.7536482561734236,1,54
Reactome,REACTOME_INTRA_GOLGI_TRAFFIC,INTRA GOLGI TRAFFIC,-0.8402052661414964,1,17
Reactome,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION,-0.8013254225432342,1,20
Reactome,REACTOME_ION_CHANNEL_TRANSPORT,ION CHANNEL TRANSPORT,-0.7689764356998204,1,30
Reactome,REACTOME_ION_HOMEOSTASIS,ION HOMEOSTASIS,-0.8532349711815705,1,17
Reactome,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,IRE1ALPHA ACTIVATES CHAPERONES,-0.8021085000213093,1,18
Reactome,REACTOME_IRON_UPTAKE_AND_TRANSPORT,IRON UPTAKE AND TRANSPORT,1.02596848767533,1,17
Reactome,REACTOME_IRS_MEDIATED_SIGNALLING,IRS MEDIATED SIGNALLING,0.7584086272214409,1,34
Reactome,REACTOME_ISG15_ANTIVIRAL_MECHANISM,ISG15 ANTIVIRAL MECHANISM,-0.9240075919364871,1,28
Reactome,REACTOME_KEAP1_NFE2L2_PATHWAY,KEAP1 NFE2L2 PATHWAY,0.7996483245151237,1,63
Reactome,REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS,LATE SARS COV 2 INFECTION EVENTS,-1.1227837958926878,1,26
Reactome,REACTOME_LEISHMANIA_INFECTION,LEISHMANIA INFECTION,-0.9417570458721879,1,70
Reactome,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,LYSOSOME VESICLE BIOGENESIS,-1.1754272213026875,1,19
Reactome,REACTOME_MAP2K_AND_MAPK_ACTIVATION,MAP2K AND MAPK ACTIVATION,-0.38044538696307145,1,22
Reactome,REACTOME_MAPK1_MAPK3_SIGNALING,MAPK1 MAPK3 SIGNALING,-0.6932837436078987,1,150
Reactome,REACTOME_MAPK6_MAPK4_SIGNALING,MAPK6 MAPK4 SIGNALING,-0.662014506059025,1,35
Reactome,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,MAPK FAMILY SIGNALING CASCADES,-0.7466825066601567,1,166
Reactome,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,MAPK TARGETS NUCLEAR EVENTS MEDIATED BY MAP KINASES,-0.5657097030447727,1,17
Reactome,REACTOME_MATURATION_OF_DENV_PROTEINS,MATURATION OF DENV PROTEINS,0.5299406865159555,1,22
Reactome,REACTOME_MEMBRANE_TRAFFICKING,MEMBRANE TRAFFICKING,-1.0189561493666393,1,196
Reactome,REACTOME_METABOLISM_OF_LIPIDS,METABOLISM OF LIPIDS,-0.8709536010277987,1,211
Reactome,REACTOME_METABOLISM_OF_NUCLEOTIDES,METABOLISM OF NUCLEOTIDES,-0.7153908258801471,1,56
Reactome,REACTOME_METABOLISM_OF_POLYAMINES,METABOLISM OF POLYAMINES,0.8285904079380846,1,21
Reactome,REACTOME_METABOLISM_OF_RNA,METABOLISM OF RNA,0.7096589379344418,1,144
Reactome,REACTOME_METABOLISM_OF_STEROIDS,METABOLISM OF STEROIDS,0.8536112075799257,1,49
Reactome,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,METABOLISM OF WATER SOLUBLE VITAMINS AND COFACTORS,-0.963306833247074,1,50
Reactome,REACTOME_MET_PROMOTES_CELL_MOTILITY,MET PROMOTES CELL MOTILITY,-1.2641653648779387,1,17
Reactome,REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,MITF M DEPENDENT GENE EXPRESSION,-0.7795014957017667,1,30
Reactome,REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,MITF M REGULATED MELANOCYTE DEVELOPMENT,-0.7317745120223451,1,54
Reactome,REACTOME_MITOCHONDRIAL_BIOGENESIS,MITOCHONDRIAL BIOGENESIS,-1.043344414043279,1,20
Reactome,REACTOME_MITOPHAGY,MITOPHAGY,0.8823098888587239,1,18
Reactome,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,MITOTIC G1 PHASE AND G1 S TRANSITION,0.8106425557973275,1,58
Reactome,REACTOME_MITOTIC_G2_G2_M_PHASES,MITOTIC G2 G2 M PHASES,0.4797400112402217,1,48
Reactome,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,MITOTIC METAPHASE AND ANAPHASE,0.5873618322961699,1,61
Reactome,REACTOME_MITOTIC_PROMETAPHASE,MITOTIC PROMETAPHASE,-0.5278866936785925,1,34
Reactome,REACTOME_MITOTIC_PROPHASE,MITOTIC PROPHASE,-0.7467515819300438,1,23
Reactome,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,MITOTIC SPINDLE CHECKPOINT,-0.7155754599858171,1,25
Reactome,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,MOLECULES ASSOCIATED WITH ELASTIC FIBRES,-1.1103494662032527,1,20
Reactome,REACTOME_MRNA_3_END_PROCESSING,MRNA 3 END PROCESSING,1.0605570594023197,1,42
Reactome,REACTOME_MRNA_POLYADENYLATION,MRNA POLYADENYLATION,1.0114336445222423,1,37
Reactome,REACTOME_MRNA_SPLICING,MRNA SPLICING,0.8616782957497091,1,54
Reactome,REACTOME_MUSCLE_CONTRACTION,MUSCLE CONTRACTION,1.1694104987508969,1,59
Reactome,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,MYD88 INDEPENDENT TLR4 CASCADE,-1.0145656492662654,1,54
Reactome,REACTOME_MYOGENESIS,MYOGENESIS,-0.7895198740491248,1,15
Reactome,REACTOME_M_PHASE,M PHASE,-0.4226870128739463,1,86
Reactome,REACTOME_NCAM1_INTERACTIONS,NCAM1 INTERACTIONS,-0.5270642577725532,1,20
Reactome,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,NCAM SIGNALING FOR NEURITE OUT GROWTH,-0.6434094957956946,1,31
Reactome,REACTOME_NEDDYLATION,NEDDYLATION,1.1361126756483932,1,59
Reactome,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,NEGATIVE REGULATION OF FGFR1 SIGNALING,0.8799201907170325,1,27
Reactome,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,NEGATIVE REGULATION OF FGFR2 SIGNALING,0.9644621872989096,1,29
Reactome,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,NEGATIVE REGULATION OF FGFR3 SIGNALING,0.8488584406944659,1,24
Reactome,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,NEGATIVE REGULATION OF FGFR4 SIGNALING,0.7776114531816696,1,26
Reactome,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,NEGATIVE REGULATION OF MAPK PATHWAY,-0.8663059976463584,1,22
Reactome,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,NEGATIVE REGULATION OF MET ACTIVITY,0.6212804116111473,1,15
Reactome,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,NEGATIVE REGULATION OF NOTCH4 SIGNALING,0.7882214829322531,1,23
Reactome,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,NEGATIVE REGULATION OF THE PI3K AKT NETWORK,-0.9349863663133883,1,82
Reactome,REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,NEGATIVE REGULATORS OF DDX58 IFIH1 SIGNALING,-0.5350889895433268,1,18
Reactome,REACTOME_NEUREXINS_AND_NEUROLIGINS,NEUREXINS AND NEUROLIGINS,-1.1392907021323928,1,28
Reactome,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION,-1.2107908298659502,1,52
Reactome,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,NEUROTRANSMITTER RELEASE CYCLE,-0.6897374800880731,1,16
Reactome,REACTOME_NEUTROPHIL_DEGRANULATION,NEUTROPHIL DEGRANULATION,-0.9555762774161908,1,260
Reactome,REACTOME_NOD1_2_SIGNALING_PATHWAY,NOD1 2 SIGNALING PATHWAY,-0.5995442032261133,1,18
Reactome,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,NONSENSE MEDIATED DECAY NMD,-0.8549148241265803,1,16
Reactome,REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,NRAGE SIGNALS DEATH THROUGH JNK,-0.7933478839640411,1,18
Reactome,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,NUCLEAR ENVELOPE NE REASSEMBLY,-0.5091260470894591,1,17
